"VAR","Variable","UNIT","Measure","COU","Country","YEA","Year","Value","Flag Codes","Flags"
"SRECTO56","Good/very good health, total aged 15+, High education (ISCED 5 to 8)","PERCALEF","% of population (crude rate)","FRA","France","2018","2018",78.6,,
"SRECTO56","Good/very good health, total aged 15+, High education (ISCED 5 to 8)","PERCALEF","% of population (crude rate)","FRA","France","2019","2019",76.7,,
"SRECTO02","Good/very good health, total aged 15+, Low education (ISCED 0 to 2)","PERCALEF","% of population (crude rate)","DEU","Germany","2016","2016",57.5,,
"SRECTO02","Good/very good health, total aged 15+, Low education (ISCED 0 to 2)","PERCALEF","% of population (crude rate)","DEU","Germany","2017","2017",57.5,,
"SRECTO02","Good/very good health, total aged 15+, Low education (ISCED 0 to 2)","PERCALEF","% of population (crude rate)","DEU","Germany","2018","2018",57.1,,
"SRECTO02","Good/very good health, total aged 15+, Low education (ISCED 0 to 2)","PERCALEF","% of population (crude rate)","DEU","Germany","2019","2019",59,,
"SRECTO02","Good/very good health, total aged 15+, Low education (ISCED 0 to 2)","PERCALEF","% of population (crude rate)","EST","Estonia","2016","2016",35.8,,
"SRECTO02","Good/very good health, total aged 15+, Low education (ISCED 0 to 2)","PERCALEF","% of population (crude rate)","EST","Estonia","2017","2017",35,,
"SRECTO02","Good/very good health, total aged 15+, Low education (ISCED 0 to 2)","PERCALEF","% of population (crude rate)","EST","Estonia","2018","2018",38.4,,
"SRECTO02","Good/very good health, total aged 15+, Low education (ISCED 0 to 2)","PERCALEF","% of population (crude rate)","EST","Estonia","2019","2019",45.4,,
"SRECTO02","Good/very good health, total aged 15+, Low education (ISCED 0 to 2)","PERCALEF","% of population (crude rate)","EST","Estonia","2020","2020",40.3,,
"SRECFE34","Good/very good health, females aged 15+, Medium education (ISCED 3 and 4)","PERCALEF","% of population (crude rate)","BEL","Belgium","2016","2016",72.7,,
"SRECFE34","Good/very good health, females aged 15+, Medium education (ISCED 3 and 4)","PERCALEF","% of population (crude rate)","BEL","Belgium","2017","2017",72.1,,
"SRECFE34","Good/very good health, females aged 15+, Medium education (ISCED 3 and 4)","PERCALEF","% of population (crude rate)","BEL","Belgium","2018","2018",72.2,,
"SRECFE34","Good/very good health, females aged 15+, Medium education (ISCED 3 and 4)","PERCALEF","% of population (crude rate)","BEL","Belgium","2019","2019",71.8,,
"SRECMA02","Good/very good health, males aged 15+, Low education (ISCED 0 to 2)","PERCALEF","% of population (crude rate)","AUT","Austria","2016","2016",61.7,,
"SRECMA02","Good/very good health, males aged 15+, Low education (ISCED 0 to 2)","PERCALEF","% of population (crude rate)","AUT","Austria","2017","2017",57.7,,
"SRECMA02","Good/very good health, males aged 15+, Low education (ISCED 0 to 2)","PERCALEF","% of population (crude rate)","AUT","Austria","2018","2018",62.1,,
"SRECMA02","Good/very good health, males aged 15+, Low education (ISCED 0 to 2)","PERCALEF","% of population (crude rate)","AUT","Austria","2019","2019",59.5,,
"SRECMA02","Good/very good health, males aged 15+, Low education (ISCED 0 to 2)","PERCALEF","% of population (crude rate)","AUT","Austria","2020","2020",63.5,,
"SRECGHQO","Good/very good health, total aged 15+, Income quintile 1 (lowest)","PERCALEF","% of population (crude rate)","TUR","Turkey","2016","2016",65.6,,
"SRECGHQO","Good/very good health, total aged 15+, Income quintile 1 (lowest)","PERCALEF","% of population (crude rate)","TUR","Turkey","2017","2017",64.4,,
"SRECGHQO","Good/very good health, total aged 15+, Income quintile 1 (lowest)","PERCALEF","% of population (crude rate)","TUR","Turkey","2018","2018",62.9,,
"SRECGHQO","Good/very good health, total aged 15+, Income quintile 1 (lowest)","PERCALEF","% of population (crude rate)","TUR","Turkey","2019","2019",63.6,,
"SRECMA34","Good/very good health, males aged 15+, Medium education (ISCED 3 and 4)","PERCALEF","% of population (crude rate)","TUR","Turkey","2016","2016",86.3,,
"SRECMA34","Good/very good health, males aged 15+, Medium education (ISCED 3 and 4)","PERCALEF","% of population (crude rate)","TUR","Turkey","2017","2017",82.4,,
"SRECMA34","Good/very good health, males aged 15+, Medium education (ISCED 3 and 4)","PERCALEF","% of population (crude rate)","TUR","Turkey","2018","2018",81.9,,
"SRECMA34","Good/very good health, males aged 15+, Medium education (ISCED 3 and 4)","PERCALEF","% of population (crude rate)","TUR","Turkey","2019","2019",81.8,,
"SRECFE34","Good/very good health, females aged 15+, Medium education (ISCED 3 and 4)","PERCALEF","% of population (crude rate)","TUR","Turkey","2016","2016",84,,
"SRECFE34","Good/very good health, females aged 15+, Medium education (ISCED 3 and 4)","PERCALEF","% of population (crude rate)","TUR","Turkey","2017","2017",83.2,,
"SRECFE34","Good/very good health, females aged 15+, Medium education (ISCED 3 and 4)","PERCALEF","% of population (crude rate)","TUR","Turkey","2018","2018",81.8,,
"SRECFE34","Good/very good health, females aged 15+, Medium education (ISCED 3 and 4)","PERCALEF","% of population (crude rate)","TUR","Turkey","2019","2019",79.7,,
"SRECGHQV","Good/very good health, total aged 15+, Income quintile 5 (highest)","PERCALEF","% of population (crude rate)","GBR","United Kingdom","2016","2016",83.3,,
"SRECGHQV","Good/very good health, total aged 15+, Income quintile 5 (highest)","PERCALEF","% of population (crude rate)","GBR","United Kingdom","2017","2017",86.4,,
"SRECGHQV","Good/very good health, total aged 15+, Income quintile 5 (highest)","PERCALEF","% of population (crude rate)","GBR","United Kingdom","2018","2018",84.1,,
"SRECGHQV","Good/very good health, total aged 15+, Income quintile 5 (highest)","PERCALEF","% of population (crude rate)","GBR","United Kingdom","2019","2019",82.9,"B","Break"
"SRECGHQV","Good/very good health, total aged 15+, Income quintile 5 (highest)","PERCALEF","% of population (crude rate)","JPN","Japan","2016","2016",39.4,,
"SRECGHQV","Good/very good health, total aged 15+, Income quintile 5 (highest)","PERCALEF","% of population (crude rate)","JPN","Japan","2019","2019",41.7,,
"SRECMA56","Good/very good health, males aged 15+, High education (ISCED 5 to 8)","PERCALEF","% of population (crude rate)","SWE","Sweden","2016","2016",85,,
"SRECMA56","Good/very good health, males aged 15+, High education (ISCED 5 to 8)","PERCALEF","% of population (crude rate)","SWE","Sweden","2017","2017",85.2,,
"SRECMA56","Good/very good health, males aged 15+, High education (ISCED 5 to 8)","PERCALEF","% of population (crude rate)","SWE","Sweden","2018","2018",84.9,,
"SRECMA56","Good/very good health, males aged 15+, High education (ISCED 5 to 8)","PERCALEF","% of population (crude rate)","SWE","Sweden","2019","2019",83.7,,
"SRECMA02","Good/very good health, males aged 15+, Low education (ISCED 0 to 2)","PERCALEF","% of population (crude rate)","CHE","Switzerland","2016","2016",73.3,,
"SRECMA02","Good/very good health, males aged 15+, Low education (ISCED 0 to 2)","PERCALEF","% of population (crude rate)","CHE","Switzerland","2017","2017",76.6,,
"SRECMA02","Good/very good health, males aged 15+, Low education (ISCED 0 to 2)","PERCALEF","% of population (crude rate)","CHE","Switzerland","2018","2018",77.1,,
"SRECMA02","Good/very good health, males aged 15+, Low education (ISCED 0 to 2)","PERCALEF","% of population (crude rate)","CHE","Switzerland","2019","2019",78.4,,
"SRECFE34","Good/very good health, females aged 15+, Medium education (ISCED 3 and 4)","PERCALEF","% of population (crude rate)","GRC","Greece","2016","2016",83.7,,
"SRECFE34","Good/very good health, females aged 15+, Medium education (ISCED 3 and 4)","PERCALEF","% of population (crude rate)","GRC","Greece","2017","2017",84,,
"SRECFE34","Good/very good health, females aged 15+, Medium education (ISCED 3 and 4)","PERCALEF","% of population (crude rate)","GRC","Greece","2018","2018",84.6,,
"SRECFE34","Good/very good health, females aged 15+, Medium education (ISCED 3 and 4)","PERCALEF","% of population (crude rate)","GRC","Greece","2019","2019",87,,
"SRECFE02","Good/very good health, females aged 15+, Low education (ISCED 0 to 2)","PERCALEF","% of population (crude rate)","CHE","Switzerland","2016","2016",63.2,,
"SRECFE02","Good/very good health, females aged 15+, Low education (ISCED 0 to 2)","PERCALEF","% of population (crude rate)","CHE","Switzerland","2017","2017",65.6,,
"SRECFE02","Good/very good health, females aged 15+, Low education (ISCED 0 to 2)","PERCALEF","% of population (crude rate)","CHE","Switzerland","2018","2018",64.1,,
"SRECFE02","Good/very good health, females aged 15+, Low education (ISCED 0 to 2)","PERCALEF","% of population (crude rate)","CHE","Switzerland","2019","2019",68.4,,
"SRECMA34","Good/very good health, males aged 15+, Medium education (ISCED 3 and 4)","PERCALEF","% of population (crude rate)","ITA","Italy","2016","2016",83.3,,
"SRECMA34","Good/very good health, males aged 15+, Medium education (ISCED 3 and 4)","PERCALEF","% of population (crude rate)","ITA","Italy","2017","2017",88.6,,
"SRECMA34","Good/very good health, males aged 15+, Medium education (ISCED 3 and 4)","PERCALEF","% of population (crude rate)","ITA","Italy","2018","2018",85.3,,
"SRECMA34","Good/very good health, males aged 15+, Medium education (ISCED 3 and 4)","PERCALEF","% of population (crude rate)","ITA","Italy","2019","2019",83.2,,
"SRECTO56","Good/very good health, total aged 15+, High education (ISCED 5 to 8)","PERCALEF","% of population (crude rate)","SWE","Sweden","2016","2016",82.9,,
"SRECTO56","Good/very good health, total aged 15+, High education (ISCED 5 to 8)","PERCALEF","% of population (crude rate)","SWE","Sweden","2017","2017",83.5,,
"SRECTO56","Good/very good health, total aged 15+, High education (ISCED 5 to 8)","PERCALEF","% of population (crude rate)","SWE","Sweden","2018","2018",83.2,,
"SRECTO56","Good/very good health, total aged 15+, High education (ISCED 5 to 8)","PERCALEF","% of population (crude rate)","SWE","Sweden","2019","2019",82.2,,
"SRECTO02","Good/very good health, total aged 15+, Low education (ISCED 0 to 2)","PERCALEF","% of population (crude rate)","CHE","Switzerland","2016","2016",67.4,,
"SRECTO02","Good/very good health, total aged 15+, Low education (ISCED 0 to 2)","PERCALEF","% of population (crude rate)","CHE","Switzerland","2017","2017",70.2,,
"SRECTO02","Good/very good health, total aged 15+, Low education (ISCED 0 to 2)","PERCALEF","% of population (crude rate)","CHE","Switzerland","2018","2018",69.9,,
"SRECTO02","Good/very good health, total aged 15+, Low education (ISCED 0 to 2)","PERCALEF","% of population (crude rate)","CHE","Switzerland","2019","2019",72.5,,
"SRECGHQO","Good/very good health, total aged 15+, Income quintile 1 (lowest)","PERCALEF","% of population (crude rate)","GRC","Greece","2016","2016",76.1,,
"SRECGHQO","Good/very good health, total aged 15+, Income quintile 1 (lowest)","PERCALEF","% of population (crude rate)","GRC","Greece","2017","2017",75.3,,
"SRECGHQO","Good/very good health, total aged 15+, Income quintile 1 (lowest)","PERCALEF","% of population (crude rate)","GRC","Greece","2018","2018",76.6,,
"SRECGHQO","Good/very good health, total aged 15+, Income quintile 1 (lowest)","PERCALEF","% of population (crude rate)","GRC","Greece","2019","2019",77.9,,
"PRHSMBAH","Bad/very bad health, males aged 15+","PERCALEF","% of population (crude rate)","FRA","France","2016","2016",7.3,,
"PRHSMBAH","Bad/very bad health, males aged 15+","PERCALEF","% of population (crude rate)","FRA","France","2017","2017",7.7,,
"PRHSMBAH","Bad/very bad health, males aged 15+","PERCALEF","% of population (crude rate)","FRA","France","2018","2018",7.8,,
"PRHSMBAH","Bad/very bad health, males aged 15+","PERCALEF","% of population (crude rate)","FRA","France","2019","2019",8.4,,
"PRHSMBAH","Bad/very bad health, males aged 15+","PERCALEF","% of population (crude rate)","SWE","Sweden","2016","2016",4.3,,
"PRHSMBAH","Bad/very bad health, males aged 15+","PERCALEF","% of population (crude rate)","SWE","Sweden","2017","2017",4.6,,
"PRHSMBAH","Bad/very bad health, males aged 15+","PERCALEF","% of population (crude rate)","SWE","Sweden","2018","2018",5,,
"PRHSMBAH","Bad/very bad health, males aged 15+","PERCALEF","% of population (crude rate)","SWE","Sweden","2019","2019",4.3,,
"PRHSFFAH","Fair (not good, not bad) health, females aged 15+","PERCALEF","% of population (crude rate)","GBR","United Kingdom","2016","2016",21.9,,
"PRHSFFAH","Fair (not good, not bad) health, females aged 15+","PERCALEF","% of population (crude rate)","GBR","United Kingdom","2017","2017",18.9,,
"PRHSFFAH","Fair (not good, not bad) health, females aged 15+","PERCALEF","% of population (crude rate)","GBR","United Kingdom","2018","2018",19.7,,
"PRHSFFAH","Fair (not good, not bad) health, females aged 15+","PERCALEF","% of population (crude rate)","GBR","United Kingdom","2019","2019",20.5,"B","Break"
"PRHSTBAH","Bad/very bad health, total aged 15+","PERCALEF","% of population (crude rate)","SWE","Sweden","2016","2016",5.6,,
"PRHSTBAH","Bad/very bad health, total aged 15+","PERCALEF","% of population (crude rate)","SWE","Sweden","2017","2017",5.7,,
"PRHSTBAH","Bad/very bad health, total aged 15+","PERCALEF","% of population (crude rate)","SWE","Sweden","2018","2018",5.7,,
"PRHSTBAH","Bad/very bad health, total aged 15+","PERCALEF","% of population (crude rate)","SWE","Sweden","2019","2019",5.1,,
"PRHSFBAH","Bad/very bad health, females aged 15+","PERCALEF","% of population (crude rate)","SWE","Sweden","2016","2016",7,,
"PRHSFBAH","Bad/very bad health, females aged 15+","PERCALEF","% of population (crude rate)","SWE","Sweden","2017","2017",6.8,,
"PRHSFBAH","Bad/very bad health, females aged 15+","PERCALEF","% of population (crude rate)","SWE","Sweden","2018","2018",6.5,,
"PRHSFBAH","Bad/very bad health, females aged 15+","PERCALEF","% of population (crude rate)","SWE","Sweden","2019","2019",6,,
"PRHSTBAH","Bad/very bad health, total aged 15+","PERCALEF","% of population (crude rate)","FRA","France","2016","2016",8.1,,
"PRHSTBAH","Bad/very bad health, total aged 15+","PERCALEF","% of population (crude rate)","FRA","France","2017","2017",8.3,,
"PRHSTBAH","Bad/very bad health, total aged 15+","PERCALEF","% of population (crude rate)","FRA","France","2018","2018",8.4,,
"PRHSTBAH","Bad/very bad health, total aged 15+","PERCALEF","% of population (crude rate)","FRA","France","2019","2019",8.9,,
"PRHSTBAH","Bad/very bad health, total aged 15+","PERCALEF","% of population (crude rate)","ISL","Iceland","2016","2016",6.4,,
"PRHSTBAH","Bad/very bad health, total aged 15+","PERCALEF","% of population (crude rate)","ISL","Iceland","2017","2017",5.7,,
"PRHSTBAH","Bad/very bad health, total aged 15+","PERCALEF","% of population (crude rate)","ISL","Iceland","2018","2018",5.9,,
"PRHSMBAH","Bad/very bad health, males aged 15+","PERCALEF","% of population (crude rate)","CHE","Switzerland","2016","2016",4.1,,
"PRHSMBAH","Bad/very bad health, males aged 15+","PERCALEF","% of population (crude rate)","CHE","Switzerland","2017","2017",3.9,,
"PRHSMBAH","Bad/very bad health, males aged 15+","PERCALEF","% of population (crude rate)","CHE","Switzerland","2018","2018",4,,
"PRHSMBAH","Bad/very bad health, males aged 15+","PERCALEF","% of population (crude rate)","CHE","Switzerland","2019","2019",4.3,,
"PRHSTBAH","Bad/very bad health, total aged 15+","PERCALEF","% of population (crude rate)","CHE","Switzerland","2016","2016",4.5,,
"PRHSTBAH","Bad/very bad health, total aged 15+","PERCALEF","% of population (crude rate)","CHE","Switzerland","2017","2017",4.1,,
"PRHSTBAH","Bad/very bad health, total aged 15+","PERCALEF","% of population (crude rate)","CHE","Switzerland","2018","2018",4.3,,
"PRHSTBAH","Bad/very bad health, total aged 15+","PERCALEF","% of population (crude rate)","CHE","Switzerland","2019","2019",4.2,,
"PRHSFFAH","Fair (not good, not bad) health, females aged 15+","PERCALEF","% of population (crude rate)","TUR","Turkey","2016","2016",23.9,,
"PRHSFFAH","Fair (not good, not bad) health, females aged 15+","PERCALEF","% of population (crude rate)","TUR","Turkey","2017","2017",24.8,,
"PRHSFFAH","Fair (not good, not bad) health, females aged 15+","PERCALEF","% of population (crude rate)","TUR","Turkey","2018","2018",25,,
"PRHSFFAH","Fair (not good, not bad) health, females aged 15+","PERCALEF","% of population (crude rate)","TUR","Turkey","2019","2019",25.3,,
"PRHSMFAH","Fair (not good, not bad) health, males aged 15+","PERCALEF","% of population (crude rate)","GBR","United Kingdom","2016","2016",22.5,,
"PRHSMFAH","Fair (not good, not bad) health, males aged 15+","PERCALEF","% of population (crude rate)","GBR","United Kingdom","2017","2017",17.3,,
"PRHSMFAH","Fair (not good, not bad) health, males aged 15+","PERCALEF","% of population (crude rate)","GBR","United Kingdom","2018","2018",19,,
"PRHSMFAH","Fair (not good, not bad) health, males aged 15+","PERCALEF","% of population (crude rate)","GBR","United Kingdom","2019","2019",18.8,"B","Break"
"PRHSFFAH","Fair (not good, not bad) health, females aged 15+","PERCALEF","% of population (crude rate)","HUN","Hungary","2016","2016",28.5,,
"PRHSFFAH","Fair (not good, not bad) health, females aged 15+","PERCALEF","% of population (crude rate)","HUN","Hungary","2017","2017",29.8,,
"PRHSFFAH","Fair (not good, not bad) health, females aged 15+","PERCALEF","% of population (crude rate)","HUN","Hungary","2018","2018",29.2,,
"PRHSFFAH","Fair (not good, not bad) health, females aged 15+","PERCALEF","% of population (crude rate)","HUN","Hungary","2019","2019",32.3,,
"PRHSFFAH","Fair (not good, not bad) health, females aged 15+","PERCALEF","% of population (crude rate)","HUN","Hungary","2020","2020",30.3,,
"PRHSTFAH","Fair (not good, not bad) health, total aged 15+","PERCALEF","% of population (crude rate)","JPN","Japan","2016","2016",49.2,,
"PRHSTFAH","Fair (not good, not bad) health, total aged 15+","PERCALEF","% of population (crude rate)","JPN","Japan","2019","2019",48.7,,
"PRHSMGHE","Good/very good health, males aged 15+","PERCALEF","% of population (crude rate)","AUT","Austria","2016","2016",72,,
"PRHSMGHE","Good/very good health, males aged 15+","PERCALEF","% of population (crude rate)","AUT","Austria","2017","2017",72,,
"PRHSMGHE","Good/very good health, males aged 15+","PERCALEF","% of population (crude rate)","AUT","Austria","2018","2018",73.2,,
"PRHSMGHE","Good/very good health, males aged 15+","PERCALEF","% of population (crude rate)","AUT","Austria","2019","2019",72,,
"PRHSMGHE","Good/very good health, males aged 15+","PERCALEF","% of population (crude rate)","AUT","Austria","2020","2020",74.8,,
"PRHSTGHE","Good/very good health, total aged 15+","PERCALEF","% of population (crude rate)","NOR","Norway","2016","2016",77.1,,
"PRHSTGHE","Good/very good health, total aged 15+","PERCALEF","% of population (crude rate)","NOR","Norway","2017","2017",77.4,,
"PRHSTGHE","Good/very good health, total aged 15+","PERCALEF","% of population (crude rate)","NOR","Norway","2018","2018",76.6,,
"PRHSTGHE","Good/very good health, total aged 15+","PERCALEF","% of population (crude rate)","NOR","Norway","2019","2019",74.7,,
"PRHSMFAH","Fair (not good, not bad) health, males aged 15+","PERCALEF","% of population (crude rate)","JPN","Japan","2016","2016",48.9,,
"PRHSMFAH","Fair (not good, not bad) health, males aged 15+","PERCALEF","% of population (crude rate)","JPN","Japan","2019","2019",48.4,,
"PRHSFGHE","Good/very good health, females aged 15+","PERCALEF","% of population (crude rate)","LUX","Luxembourg","2016","2016",66.7,,
"PRHSFGHE","Good/very good health, females aged 15+","PERCALEF","% of population (crude rate)","LUX","Luxembourg","2017","2017",69.5,,
"PRHSFGHE","Good/very good health, females aged 15+","PERCALEF","% of population (crude rate)","LUX","Luxembourg","2018","2018",66.4,,
"PRHSFGHE","Good/very good health, females aged 15+","PERCALEF","% of population (crude rate)","LUX","Luxembourg","2019","2019",70.1,,
"PRHSTGHE","Good/very good health, total aged 15+","PERCALEF","% of population (crude rate)","AUT","Austria","2016","2016",70.2,,
"PRHSTGHE","Good/very good health, total aged 15+","PERCALEF","% of population (crude rate)","AUT","Austria","2017","2017",70.3,,
"PRHSTGHE","Good/very good health, total aged 15+","PERCALEF","% of population (crude rate)","AUT","Austria","2018","2018",71.7,,
"PRHSTGHE","Good/very good health, total aged 15+","PERCALEF","% of population (crude rate)","AUT","Austria","2019","2019",71.2,,
"PRHSTGHE","Good/very good health, total aged 15+","PERCALEF","% of population (crude rate)","AUT","Austria","2020","2020",74,,
"PRHSFBAH","Bad/very bad health, females aged 15+","PERCALEF","% of population (crude rate)","DEU","Germany","2016","2016",8.6,,
"PRHSFBAH","Bad/very bad health, females aged 15+","PERCALEF","% of population (crude rate)","DEU","Germany","2017","2017",8.7,,
"PRHSFBAH","Bad/very bad health, females aged 15+","PERCALEF","% of population (crude rate)","DEU","Germany","2018","2018",8.8,,
"PRHSFBAH","Bad/very bad health, females aged 15+","PERCALEF","% of population (crude rate)","DEU","Germany","2019","2019",8.8,,
"PRHSFGHE","Good/very good health, females aged 15+","PERCALEF","% of population (crude rate)","AUT","Austria","2016","2016",68.5,,
"PRHSFGHE","Good/very good health, females aged 15+","PERCALEF","% of population (crude rate)","AUT","Austria","2017","2017",68.7,,
"PRHSFGHE","Good/very good health, females aged 15+","PERCALEF","% of population (crude rate)","AUT","Austria","2018","2018",70.3,,
"PRHSFGHE","Good/very good health, females aged 15+","PERCALEF","% of population (crude rate)","AUT","Austria","2019","2019",70.5,,
"PRHSFGHE","Good/very good health, females aged 15+","PERCALEF","% of population (crude rate)","AUT","Austria","2020","2020",73.3,,
"PRHSMGHE","Good/very good health, males aged 15+","PERCALEF","% of population (crude rate)","NOR","Norway","2016","2016",79.1,,
"PRHSMGHE","Good/very good health, males aged 15+","PERCALEF","% of population (crude rate)","NOR","Norway","2017","2017",78.7,,
"PRHSMGHE","Good/very good health, males aged 15+","PERCALEF","% of population (crude rate)","NOR","Norway","2018","2018",78.8,,
"PRHSMGHE","Good/very good health, males aged 15+","PERCALEF","% of population (crude rate)","NOR","Norway","2019","2019",76.2,,
"PRHSFBAH","Bad/very bad health, females aged 15+","PERCALEF","% of population (crude rate)","SVN","Slovenia","2016","2016",11.2,,
"PRHSFBAH","Bad/very bad health, females aged 15+","PERCALEF","% of population (crude rate)","SVN","Slovenia","2017","2017",10.6,,
"PRHSFBAH","Bad/very bad health, females aged 15+","PERCALEF","% of population (crude rate)","SVN","Slovenia","2018","2018",10.5,,
"PRHSFBAH","Bad/very bad health, females aged 15+","PERCALEF","% of population (crude rate)","SVN","Slovenia","2019","2019",10.1,,
"PRHSMGHE","Good/very good health, males aged 15+","PERCALEF","% of population (crude rate)","NZL","New Zealand","2016","2016",88.1,"D","Difference in methodology"
"PRHSMGHE","Good/very good health, males aged 15+","PERCALEF","% of population (crude rate)","NZL","New Zealand","2017","2017",88.1,"D","Difference in methodology"
"PRHSMGHE","Good/very good health, males aged 15+","PERCALEF","% of population (crude rate)","NZL","New Zealand","2018","2018",88.1,"D","Difference in methodology"
"PRHSMGHE","Good/very good health, males aged 15+","PERCALEF","% of population (crude rate)","NZL","New Zealand","2019","2019",87.2,"D","Difference in methodology"
"PRHSMGHE","Good/very good health, males aged 15+","PERCALEF","% of population (crude rate)","NZL","New Zealand","2020","2020",86.6,"D","Difference in methodology"
"PRHSFFAH","Fair (not good, not bad) health, females aged 15+","PERCALEF","% of population (crude rate)","ITA","Italy","2016","2016",23.1,,
"PRHSFFAH","Fair (not good, not bad) health, females aged 15+","PERCALEF","% of population (crude rate)","ITA","Italy","2017","2017",19,,
"PRHSFFAH","Fair (not good, not bad) health, females aged 15+","PERCALEF","% of population (crude rate)","ITA","Italy","2018","2018",21.6,,
"PRHSFFAH","Fair (not good, not bad) health, females aged 15+","PERCALEF","% of population (crude rate)","ITA","Italy","2019","2019",21.9,,
"PRHSTFAH","Fair (not good, not bad) health, total aged 15+","PERCALEF","% of population (crude rate)","ITA","Italy","2016","2016",21.4,,
"PRHSTFAH","Fair (not good, not bad) health, total aged 15+","PERCALEF","% of population (crude rate)","ITA","Italy","2017","2017",17.2,,
"PRHSTFAH","Fair (not good, not bad) health, total aged 15+","PERCALEF","% of population (crude rate)","ITA","Italy","2018","2018",19.9,,
"PRHSTFAH","Fair (not good, not bad) health, total aged 15+","PERCALEF","% of population (crude rate)","ITA","Italy","2019","2019",20.2,,
"PRHSFBAH","Bad/very bad health, females aged 15+","PERCALEF","% of population (crude rate)","PRT","Portugal","2016","2016",18.8,,
"PRHSFBAH","Bad/very bad health, females aged 15+","PERCALEF","% of population (crude rate)","PRT","Portugal","2017","2017",18.1,,
"PRHSFBAH","Bad/very bad health, females aged 15+","PERCALEF","% of population (crude rate)","PRT","Portugal","2018","2018",18.2,,
"PRHSFBAH","Bad/very bad health, females aged 15+","PERCALEF","% of population (crude rate)","PRT","Portugal","2019","2019",18.2,,
"PRHSMBAH","Bad/very bad health, males aged 15+","PERCALEF","% of population (crude rate)","DEU","Germany","2016","2016",8,,
"PRHSMBAH","Bad/very bad health, males aged 15+","PERCALEF","% of population (crude rate)","DEU","Germany","2017","2017",8.2,,
"PRHSMBAH","Bad/very bad health, males aged 15+","PERCALEF","% of population (crude rate)","DEU","Germany","2018","2018",8,,
"PRHSMBAH","Bad/very bad health, males aged 15+","PERCALEF","% of population (crude rate)","DEU","Germany","2019","2019",8.3,,
"PRHSMGHE","Good/very good health, males aged 15+","PERCALEF","% of population (crude rate)","BEL","Belgium","2016","2016",76.6,,
"PRHSMGHE","Good/very good health, males aged 15+","PERCALEF","% of population (crude rate)","BEL","Belgium","2017","2017",77.5,,
"PRHSMGHE","Good/very good health, males aged 15+","PERCALEF","% of population (crude rate)","BEL","Belgium","2018","2018",77.3,,
"PRHSMGHE","Good/very good health, males aged 15+","PERCALEF","% of population (crude rate)","BEL","Belgium","2019","2019",76.3,,
"PRHSTGHE","Good/very good health, total aged 15+","PERCALEF","% of population (crude rate)","NZL","New Zealand","2016","2016",87.8,"D","Difference in methodology"
"PRHSTGHE","Good/very good health, total aged 15+","PERCALEF","% of population (crude rate)","NZL","New Zealand","2017","2017",88.2,"D","Difference in methodology"
"PRHSTGHE","Good/very good health, total aged 15+","PERCALEF","% of population (crude rate)","NZL","New Zealand","2018","2018",87.5,"D","Difference in methodology"
"PRHSTGHE","Good/very good health, total aged 15+","PERCALEF","% of population (crude rate)","NZL","New Zealand","2019","2019",86.2,"D","Difference in methodology"
"PRHSTGHE","Good/very good health, total aged 15+","PERCALEF","% of population (crude rate)","NZL","New Zealand","2020","2020",87.2,"D","Difference in methodology"
"PRHSFGHE","Good/very good health, females aged 15+","PERCALEF","% of population (crude rate)","NZL","New Zealand","2016","2016",87.5,"D","Difference in methodology"
"PRHSFGHE","Good/very good health, females aged 15+","PERCALEF","% of population (crude rate)","NZL","New Zealand","2017","2017",88.3,"D","Difference in methodology"
"PRHSFGHE","Good/very good health, females aged 15+","PERCALEF","% of population (crude rate)","NZL","New Zealand","2018","2018",87,"D","Difference in methodology"
"PRHSFGHE","Good/very good health, females aged 15+","PERCALEF","% of population (crude rate)","NZL","New Zealand","2019","2019",85.3,"D","Difference in methodology"
"PRHSFGHE","Good/very good health, females aged 15+","PERCALEF","% of population (crude rate)","NZL","New Zealand","2020","2020",87.7,"D","Difference in methodology"
"PRHSFBAH","Bad/very bad health, females aged 15+","PERCALEF","% of population (crude rate)","FRA","France","2016","2016",9,,
"PRHSFBAH","Bad/very bad health, females aged 15+","PERCALEF","% of population (crude rate)","FRA","France","2017","2017",8.9,,
"PRHSFBAH","Bad/very bad health, females aged 15+","PERCALEF","% of population (crude rate)","FRA","France","2018","2018",8.8,,
"PRHSFBAH","Bad/very bad health, females aged 15+","PERCALEF","% of population (crude rate)","FRA","France","2019","2019",9.3,,
"PRHSMFAH","Fair (not good, not bad) health, males aged 15+","PERCALEF","% of population (crude rate)","ITA","Italy","2016","2016",19.5,,
"PRHSMFAH","Fair (not good, not bad) health, males aged 15+","PERCALEF","% of population (crude rate)","ITA","Italy","2017","2017",15.3,,
"PRHSMFAH","Fair (not good, not bad) health, males aged 15+","PERCALEF","% of population (crude rate)","ITA","Italy","2018","2018",18.1,,
"PRHSMFAH","Fair (not good, not bad) health, males aged 15+","PERCALEF","% of population (crude rate)","ITA","Italy","2019","2019",18.3,,
"PRHSTBAH","Bad/very bad health, total aged 15+","PERCALEF","% of population (crude rate)","DEU","Germany","2016","2016",8.3,,
"PRHSTBAH","Bad/very bad health, total aged 15+","PERCALEF","% of population (crude rate)","DEU","Germany","2017","2017",8.4,,
"PRHSTBAH","Bad/very bad health, total aged 15+","PERCALEF","% of population (crude rate)","DEU","Germany","2018","2018",8.4,,
